edad,ingreso_mensual,talla_cm,peso_kg,temperatura_c,frecuencia_cardiaca,sensor_defectuoso,ciudad_Guadalajara,ciudad_Monterrey,ciudad_Puebla,ciudad_Toluca,tipo_servicio_estandar,tipo_servicio_premium,nivel_bajo,nivel_medio
0.1,-0.2634521672223647,0.49027612579125035,0.16819409480215639,2.0236147056003078,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.4,-1.1575275711720954,0.05765149702625725,-1.090466197453859,0.0,-1.2979247893789403,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.8,0.0,-0.49647968560570593,0.4342219812027613,-0.06942714667635047,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.1,-0.5290587330084637,0.9563326260055783,2.648626567130991,-0.10134837924248212,1.221938191027476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.5,0.9417799435752757,1.20914755144213,0.0,0.3670434887753627,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.1,-1.0000512952038985,0.4868829151897618,0.0,0.9851288482143505,1.4483939784791824,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-2.1,0.0,0.0,-1.450533372124345,0.0,-1.0296465882795502,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.1,3.9112592972557065,-0.27061238773781626,0.6766338874742415,1.4072279831354046,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7,0.0011284944857655808,-1.267003157736331,-0.9385751165509082,1.4301609834708349,-0.14165134239820684,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.5575788663759939,0.017211029226033677,-1.2857586684087523,2.1152589183910138,1.7654160300146078,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.7,0.11797896896640164,0.4765203426746564,-0.5970859979008879,0.3342447424416321,0.1678133885342319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.3,-0.3765067966145165,0.5497914209375152,1.1767443692207016,0.0,0.8321232734102626,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,4.4766350346242625,-0.7037906820583565,-0.9368549909677402,0.9706494564122926,-0.18155615180952023,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.3,0.17378815080789947,0.1567185233034481,0.4224823980307915,0.3440585587953835,0.4757778034515404,0.07461378,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.4,-0.8795075660425751,-0.7427416572895998,0.7475452225726458,0.8824256514257253,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,-0.37199281867145423,-0.7636281325220066,1.1444126855531458,0.4414058246960305,-0.7662180488027447,1.228181396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.4,0.0,-0.4869921402553749,-0.7166833497673625,-0.4733837909707142,0.31288934371436194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.9933829186971018,1.2434619902837207,0.35586013081961637,0.226685752145505,-0.08760674767739399,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3,0.26222108232880226,-0.334468148092576,-0.6087287156906159,0.1089937611936766,0.9710783415513741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-2.0,1.3422676891510645,0.18325219599091488,0.056108581828431224,-0.06307751801977927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5,-0.5437291613234163,0.15770504842537525,-0.5319273569302898,-0.6573768412058006,0.3563321861807947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.3,-0.7680943831751731,-0.581269832303402,-1.73599247989665,0.25572025694937495,0.0358536517978427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2,0.6368812516029752,0.5735136079662464,0.8394736340379985,-0.3785561422725297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,-0.9687612208258528,-1.0645069663291358,0.5478185518567853,1.2379681680143615,-0.2056879426622376,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,2.908745832264683,1.1734796507862697,1.0899329130598399,-0.6001987853066969,-0.017530289324188708,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.33889501925718657,1.593795869897968,0.7450626196163727,-0.8664679407726218,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9,0.0,-0.15536285173351652,1.1305452825694633,-0.09637122592694289,-1.0588380438900782,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,-0.5696845344960246,1.2039357480079045,-1.7994461553091692,0.5762190137333824,0.2758270776760637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9,-1.2760194921774815,-0.8019742390022018,-1.0397939791692496,0.6483232107939119,3.162490372922685,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.9,0.0,0.717875556419294,0.0,0.24397380566930207,1.1915803718675577,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6,2.1840471915875868,-1.58536662459818,0.09531571386332545,0.6414622638697105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1,-0.43836881251602977,-0.897507496178937,0.02429486287838237,0.0,-0.7042392519012479,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.3,0.0,0.37718868688259616,0.22769033200787667,-0.07322287198299832,1.3083828115752583,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,-0.09817902026160553,-0.9932355455721914,0.0,-0.3795264774201807,-0.11858337487668162,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,10.458912675044884,0.24380254068957244,0.0,0.12687954894642423,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.3715824570402667,-0.7190686260500984,-0.7633734930114422,0.45086056585898343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.9485509104898692,0.0,-0.32512370349570613,-0.2188505238781758,1.7931974222899654,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.5,0.00615542446781226,0.7798839700594695,-0.8427488393102275,-1.1629683785496039,0.2770264096867871,-0.926994751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.804001025904078,0.18248081087642454,0.0,0.6553573899794767,-0.6749196454655708,0.6294662050000001,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5,1.945934855091049,0.7795745772084638,-0.23153040583927534,1.3392012068266361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2,0.0,-0.25097477621184316,0.18093456018013357,0.9274835970881377,0.08118434926431882,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.30233393177737883,0.0,-0.825166586584899,0.0,-0.7379896732037878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9,0.0,-0.5421665372614207,-0.29167625033834,-0.6206421938398922,-0.4315599310373555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.2,-0.8912028725314183,0.863276559043163,0.0,-0.5287855727894738,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.6,0.8209284431905617,-0.11684931792937645,0.043276997272134694,-1.9661028816334543,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6,4.2407796870992565,0.6048808280349522,1.2899848716775661,-0.676594755880847,-0.6215328107954884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8,-1.0549371633752245,1.0497462765312673,-0.8243694370555232,-1.774268626646631,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2.0,-1.6734547319825597,0.0,0.7996754655780107,0.0,0.18943686176891605,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.4,0.11736342651962041,0.4933386126350302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8,3.4084637086432417,-1.3708563253712431,1.3374741625883528,-0.5166630605207706,0.8933349133642395,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4,0.24631956912028724,-0.17747813150258784,-0.6211220839093586,2.1757247270165787,-1.1510280223753213,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2.0,-0.7048986919723006,1.588906211218646,0.5190492077916042,-1.350287814192751,-2.0286889290866505,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.3,0.23082841754295974,0.0,0.3064791563997148,0.6025041927254485,-0.41325912933258696,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,-1.0248781738907413,1.0819616459203594,1.051101249364458,-0.5159221480262856,-0.06484172346076593,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,-0.6116080007279375,-0.4085681884930328,1.3166149855657296,-0.9754281589010211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.1,-1.1431649140805336,-0.47094900748441026,-0.4771557665826938,0.08502456999946223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6,0.4615542446781226,-0.16920482434036785,-0.4559090391285387,0.487992492162986,0.5564228989121945,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.6567837907155681,-2.3631437234147517,-0.9102597494121181,0.11254862559947122,0.5134448655620614,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.6,-0.7421390100025648,-0.0978168186785407,0.35136328346638457,-0.9635818489478339,-0.9094393147712198,-0.174446136,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-1.2089253654783279,-0.08868249149662338,-0.23806960336587576,0.0,1.3947310116629235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.13716337522441652,1.0726562565919204,-0.2350953092189811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6,0.5856886381123365,0.332653839480001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7,1.1342395486022057,-1.0374978444171734,-0.8805908176028618,-0.7040917600250519,-1.1810438859731098,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.3,-0.6769941010515517,-0.1722672751065038,-1.1023531357703493,-1.1640906136266682,0.6971259171715116,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3.0,-0.6880738650936138,-2.1959702778483168,-0.5855142420501465,1.6197030422150118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.4,-0.4491408053347012,0.2775746333362577,-0.038928892035154074,-0.5986678330438513,1.8860368957909805,-0.33699518900000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8,0.4629905103872788,-0.5008322368247643,-0.025063207175175583,-0.9147365278996121,-1.5754425163651387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.9,-0.8759169017696845,-0.26828929415817754,-1.0267363687355786,0.46770944786248814,-0.1568662624194067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8,0.0,0.8385260329037213,-0.5369714569297077,-0.8674497538867896,0.228523192609025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.5,0.246524749935881,1.0942359276660019,-0.08584125945711707,-0.9629289251737356,1.4930737280439597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2.0,2.8322133880482174,0.0,0.30614875902869987,0.45802782905648903,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.3,0.0,0.722389284510565,0.0,0.7644281162823151,-0.03559531401173938,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,-0.6134985053235241,0.0,-2.0281614376550547,-1.2082956611647302,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.5,-0.6070274429340856,-0.40484635855243883,0.6703266148203388,0.0,-0.4071183899694786,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-2.1,0.0,-0.09608067228055024,0.7763750932360013,-0.1275881483911768,-0.5517224872664358,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.8,2.4069761477301874,-0.5827428373893176,1.294987025760349,-1.5444167246454759,1.7195780483467271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.1,-0.02698127725057707,-0.22818925500175985,0.153470463155577,-0.6996399654261729,-0.07717165383708749,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.3,0.0,0.3970765780407484,-0.023088315964079197,-1.2579203324046278,1.283629469313233,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8,-0.5308027699410105,0.5336437171169459,-0.01923364587667586,1.8485289333978618,-3.0413146418039774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,2.2938189279302383,-0.32032976156695914,0.09731649542127155,0.9783474543028936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8,0.26365734803795843,-1.9776367134902917,-1.5729217439177468,-0.6577392334884209,0.0,1.210709947,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2.5,0.32582713516286227,-0.1500566962422034,0.4023869656260826,-2.1435233431687584,2.218597658343153,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.44339226160769396,0.1687140820256448,0.3397943855843664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.7051124767210691,0.0,-1.7457771240565094,0.248477984448167,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.8,-0.5394203641959476,0.5962611033401117,0.15089164616159567,0.0,0.0,-1.13868299,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.4,0.4867914849961529,1.2670365926924179,-0.6895141401451428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.0126106020477945,-0.15713216768277258,-0.2013805736204002,-0.7530121591826643,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,-0.8138497050525776,-0.9342581139736328,0.6335668767242937,-0.8139124064424499,-0.2895266368038972,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.4,-1.023441908181585,1.6624136341238895,0.36750130260982966,0.8077286895687206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.2,0.7342395486022056,-1.953417123991008,0.7606066478022143,0.5139586584268115,0.4898036681851785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.3,0.3493203385483457,0.0,-0.4030148110585733,0.6269629123254175,-1.367958855594254,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.1,-0.1284431905616825,0.10973092828998786,-0.9458489519677854,-0.7692103046658789,-0.8648567461615339,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
-1.3,4.4476019492177485,-0.17060648588631533,0.014584252213148467,1.1381602204825254,-0.2753248759560117,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.4,1.2775583482944344,0.6480104963213574,-0.25344402659506143,-0.599167312725112,0.665113192838487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8,0.0,0.6025216387730169,-0.1022220048897942,0.06038744233104587,0.4652219786325956,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
-0.3,-0.9321364452423698,-0.1295818849606339,0.630638334558995,0.11731145474881302,0.19185363447671916,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.8,5.212721210566812,-1.1467563720435376,0.29391770766256536,0.04779324532298688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,-0.663792396422468,-2.54950644461615,0.7236140689668997,1.068350646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.33334046017115365,-0.5296613407271303,0.43941762848152094,0.10943824204546994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,-0.9251416722834662,-0.0829516828406926,-1.4520967973721413,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.6,4.455356782764811,-0.707346016570199,0.5781839823282807,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7.2,-0.09571685047448064,0.671310683154395,0.0,-0.9588156169198055,-0.9143780800365789,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.7,0.1577840471915876,-0.2981654252221768,0.0,-0.9031015137477125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-2.1,0.4382662221082329,-1.2325957197492792,0.6669777771896305,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2.0,0.0,0.24520975819261548,-1.5128929975004992,1.0018310060955464,-0.6024335190516633,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.052218517568607334,-0.44547377168172303,1.8512461855404758,0.6556979066133768,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.5,1.8180046165683508,-0.03166836917817799,1.504860227866164,-1.1229225014538264,-2.272945273204177,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.2,-0.04729417799435753,0.5252722246480162,-1.2499674226127926,0.0,1.994314104736925,-1.373785063,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.3,3.509310079507566,-0.4701350507506251,0.0,-0.03712539220500409,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3563990766863298,-1.262891334593343,-1.305872904133897,-0.11235769264979675,1.4228045806948937,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-1.1,0.0,0.2201638102696038,-0.9979662844116545,0.0,-1.7281300972522329,0.07410641700000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.0,0.1170556552962298,-0.2197709337516019,0.6122278401898128,0.0,-0.14360899616854209,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.45816876122082584,-0.49202213040532133,0.3109892729065032,0.9176715536627633,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6,-0.7053090536034881,1.1067759032169948,0.1299074174511324,-0.19860382460973172,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.2023082841754296,-1.0988403639723736,-1.9426135307697885,-0.2594662544741546,-0.9834986372412422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,2.5305975891254167,0.03915252298649887,-0.07370278408852884,1.0960811376675692,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.5359322903308541,-0.04384231899732343,1.4928317841330456,-0.6883160144203576,1.6755414697275532,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.5,-0.909771736342652,0.45790382767246607,-1.1371150283978848,0.6084280326115415,0.0,1.332688713,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3,1.7531674788407283,-0.7767243712188735,1.3941210023267883,-0.970775791858083,-0.770775466437817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.7000769428058476,-0.9217911415342042,-1.6007730879396744,0.6630072328472556,2.5698761379954385,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.3,1.4880738650936138,0.8472791727241199,-0.9227152257759363,-2.543403052836847,-1.1022887698342876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,-0.4481149012567325,0.10018977156145616,0.5688166901974094,-0.42352850124654673,1.1515128121656104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.3,-0.8862785329571685,2.316439355941366,1.0024400340706476,0.0,1.253851382197066,0.034509581,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.5,-0.0011284944857655808,1.9110801536869704,-1.6749100752528594,-1.1347212827171302,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.4,0.6984354962810977,-0.8687160304465179,-0.08780668196687075,-1.5722051467453473,-0.916200983002972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,-0.966196460630931,-0.36302903258615377,-0.009307058642730126,-0.8622475816434663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.7,1.4591433700948961,0.22841324305125588,-1.0745451763987723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.5,0.0,-0.621027151885656,-0.14887069988065615,-0.2785187434919061,-0.32117872935487285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-1.4007694280584766,-0.3553798325783594,0.16570037575805113,0.3872910459123737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3,0.8679148499615286,-0.026722719539260555,0.0,-0.36027001585039975,0.28104208335554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9,-0.7826622210823289,0.32878012878392826,0.18701061391997104,0.4075578764967621,-1.3728406090570962,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.18999743523980508,0.353082958426111,-1.5734356512440322,1.3871030440136802,1.2824301975483796,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.1,0.44996152859707617,1.2414492636514627,0.0,-0.37943111103002924,0.12650516728112726,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.5412669915362913,0.949321928131954,-0.16355759610916484,0.0,0.6281801210139683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.1,-0.43375224416517055,-0.8459472492630039,0.0,0.5050216123545583,1.1540061984121235,0.059418792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.3,-1.211182354449859,-1.035832022365722,0.0,1.958839537155318,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.1,0.0,0.0,1.0639151176019948,0.0,-0.21473108185372858,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.2,-0.4377532700692485,0.42009802900031823,0.00017231564656372195,-1.107577834809201,0.08132304049745695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3,0.0,-0.404348748635436,-0.8884220821968161,-1.825393047143901,1.9349338667827531,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5.7,-0.5801487560913055,0.30914336508257517,-1.258858581193332,0.959945744387803,-0.02215238483054407,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.4112705151179003,-1.7781922903138914,0.1449609593304239,-0.044319735084621746,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1,0.0,0.004787602502277323,2.084083784172084,0.08279222438787888,0.5393126647536564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.1,-1.0220056424724289,0.7838122572107049,-0.7839143011221706,-0.741436666501138,1.633309834693402,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.9,0.9330597589125417,-0.8753329588804661,0.07729820396450027,0.0,0.36704510429042864,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,1.0644780713003335,0.664764656309283,0.0,0.16817679893575027,2.7174143462769824,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.1,0.30756604257501924,-0.2984900879357831,-0.39955402722260724,-1.74760638581928,-0.7703334005742729,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.817542959733265,-0.4507738751483441,-1.0716669624734148,-1.443270273368251,0.6647231951235474,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.7,-0.1199281867145422,-1.6559362269566613,0.4905222133380808,-1.0548740782613106,-1.6574576946041562,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,2.974814054885868,0.718117105261751,-0.23087629774782809,0.0,-0.8989450856797372,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-0.6,0.20600153885611697,-0.8340914411234073,-0.9116037842646822,0.0,0.9986884102867573,-3.0616444790000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5,0.0,1.4482249670885081,-0.7956946845870941,0.9214049119238498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
